object,x,z,area,grade
Continuous asphalt network,260.072,-18.14738,0.649674,0.2065045
Continuous asphalt network,259.4768,-18.52231,0.6496922,0.1808797
Continuous asphalt network,259.805,-17.3453,1.299379,0.2088094
Continuous asphalt network,261.2166,-18.88186,0.6496896,0.1983916
Continuous asphalt network,261.7813,-19.4965,0.6496946,0.1681058
Continuous asphalt network,260.0415,-19.13694,0.6497538,0.196235
Continuous asphalt network,260.6367,-18.762,0.6497356,0.2193262
Continuous asphalt network,259.9423,-12.89229,5.197745,0.2190418
Continuous asphalt network,260.0643,-8.934056,5.197702,0.2415297
Continuous asphalt network,260.7588,-14.80379,5.197652,0.2200557
Continuous asphalt network,261.7011,-17.36372,1.299425,0.2234472
Continuous asphalt network,262.2352,-18.96792,0.6496887,0.1681132
Continuous asphalt network,261.6706,-18.35328,0.6496972,0.2137072
Continuous asphalt network,260.6977,-16.7829,2.598827,0.2154957
Continuous asphalt network,261.7088,-26.57706,1.29937,0.1532596
Continuous asphalt network,261.457,-25.28019,1.299402,0.1623484
Continuous asphalt network,262.7122,-27.15787,2.59881,0.1183865
Continuous asphalt network,260.2361,-27.01962,0.6497092,0.1696553
Continuous asphalt network,260.8008,-27.63423,0.6497092,0.1200345
Continuous asphalt network,259.641,-27.39454,1.299389,0.1154395
Continuous asphalt network,260.5795,-25.34782,1.299491,0.1657612
Continuous asphalt network,261.1136,-26.952,0.6497297,0.1135875
Continuous asphalt network,260.549,-26.33738,0.6497297,0.1639373
Continuous asphalt network,262.2696,-22.58502,5.19757,0.1729456
Continuous asphalt network,263.3379,-25.79338,2.598823,0.1047766
Continuous asphalt network,262.2086,-24.56413,2.598806,0.1706754
Continuous asphalt network,263.7805,-30.36626,5.197724,0.1053092
Continuous asphalt network,264.8488,-33.57466,2.598805,0.07662103
Continuous asphalt network,263.5631,-32.68651,0.649744,0.04542014
Continuous asphalt network,262.9984,-32.07187,0.6497177,0.1186767
Continuous asphalt network,264.1582,-32.31159,1.299405,0.09749525
Continuous asphalt network,261.7737,-29.20461,10.39547,0.115526
Continuous asphalt network,260.9341,0.3469391,10.39542,0.2889027
Continuous asphalt network,261.0257,3.315608,5.197528,0.2839665
Continuous asphalt network,260.5221,5.909342,2.59888,0.3039617
Continuous asphalt network,261.6514,4.680084,2.598897,0.2922427
Continuous asphalt network,260.6747,10.85715,5.197795,0.290166
Continuous asphalt network,260.7967,14.8154,5.197957,0.3079135
Continuous asphalt network,261.4911,8.945653,5.197709,0.3037203
Continuous asphalt network,262.5594,5.737279,2.598894,0.2812986
Continuous asphalt network,261.4301,6.966537,2.598863,0.3037137
Continuous asphalt network,261.0409,22.73189,5.197621,0.3310902
Continuous asphalt network,261.1629,26.69011,5.197785,0.3417538
Continuous asphalt network,261.0942,33.92434,2.598752,0.3341734
Continuous asphalt network,261.1208,39.52057,1.299247,0.3243584
Continuous asphalt network,261.3116,36.24458,1.299281,0.3484872
Continuous asphalt network,261.4414,30.98946,2.598778,0.3349957
Continuous asphalt network,261.6322,27.71348,2.598822,0.2960116
Continuous asphalt network,261.7963,18.84128,10.395,0.3372338
Continuous asphalt network,262.5384,12.15252,1.299377,0.3159746
Continuous asphalt network,262.6338,10.51451,1.299361,0.3036552
Continuous asphalt network,263.0287,6.760645,1.299355,0.2811255
Continuous asphalt network,262.5251,9.35439,1.299351,0.3036784
Continuous asphalt network,261.6742,14.88304,5.197488,0.324096
Continuous asphalt network,262.3153,-2.179214,20.79099,0.2713412
Continuous asphalt network,263.3702,-8.185689,2.598785,0.2507217
Continuous asphalt network,263.4656,-9.82368,2.598852,0.2245363
Continuous asphalt network,263.789,-12.34904,0.3248422,0.2292199
Continuous asphalt network,264.1018,-11.66681,0.3248276,0.2388815
Continuous asphalt network,263.9931,-12.82692,0.649666,0.2353833
Continuous asphalt network,264.0646,-14.0554,1.29935,0.2360345
Continuous asphalt network,263.561,-11.46167,0.649665,0.2245275
Continuous asphalt network,263.2482,-12.1439,0.649694,0.2139693
Continuous asphalt network,262.9963,-10.84705,1.299354,0.2245354
Continuous asphalt network,261.8804,-6.819697,10.39542,0.2645675
Continuous asphalt network,263.9902,-18.83267,5.197822,0.1770389
Continuous asphalt network,264.5416,-22.24541,1.299453,0.1667745
Continuous asphalt network,264.8411,-24.36126,0.6497545,0.118369
Continuous asphalt network,264.4329,-23.40553,0.6497388,0.1712165
Continuous asphalt network,263.7728,-21.15292,2.598903,0.1721626
Continuous asphalt network,264.8755,-27.97837,2.598824,0.1337303
Continuous asphalt network,265.318,-32.55127,1.299379,0.07271263
Continuous asphalt network,264.8144,-29.95751,1.299377,0.1527896
Continuous asphalt network,264.2154,-25.72575,2.598889,0.1335159
Continuous asphalt network,263.3036,-22.17629,1.29952,0.1721698
Continuous asphalt network,263.9159,-23.6099,0.6497295,0.1436094
Continuous asphalt network,264.3241,-24.56563,0.6497233,0.1627012
Continuous asphalt network,263.1738,-16.92117,0.649705,0.1642933
Continuous asphalt network,262.6092,-16.30654,0.6497278,0.2353959
Continuous asphalt network,263.769,-16.54622,1.299351,0.2086583
Continuous asphalt network,262.8304,-18.59298,1.299392,0.1681098
Continuous asphalt network,262.2963,-16.98879,0.6497137,0.2423287
Continuous asphalt network,262.8609,-17.60342,0.6496909,0.1719243
Continuous asphalt network,262.5138,-14.66854,5.197598,0.228745
Continuous asphalt network,260.9419,-8.866429,5.19753,0.2790306
Continuous asphalt network,261.9624,-11.25579,1.299416,0.2198261
Continuous asphalt network,262.3707,-12.21153,1.299397,0.238186
Continuous asphalt network,262.983,-13.64516,2.598844,0.2360405
Continuous asphalt network,319.7051,-3.969376,11.68131,0.01687907
Continuous asphalt network,323.3224,-6.626266,11.68127,0.03487756
Continuous asphalt network,332.6466,-12.75749,11.68171,0.00642871
Continuous asphalt network,324.709,-8.721252,2.920326,0.02611413
Continuous asphalt network,320.288,-6.371038,0.3649673,0.03455767
Continuous asphalt network,321.1923,-7.035238,0.3650125,0.08287336
Continuous asphalt network,318.7909,-5.630224,0.7299047,0.03467556
Continuous asphalt network,322.3076,-7.316203,0.7300774,0.03831619
Continuous asphalt network,320.8808,-6.447657,0.3650141,0.02555479
Continuous asphalt network,321.9258,-6.856344,0.3650216,0.03835993
Continuous asphalt network,326.9395,-9.283157,5.840856,0.006586636
Continuous asphalt network,308.1605,1.011912,0.3650482,0.03088275
Continuous asphalt network,307.5174,1.573964,0.1825302,0.08313148
Continuous asphalt network,308.0399,1.369609,0.1825302,0.05455985
Continuous asphalt network,306.9447,2.263784,0.1825423,0.07863712
Continuous asphalt network,306.5628,2.723653,0.1825517,0.1891143
Continuous asphalt network,307.6932,1.893356,0.09124477,0.08313168
Continuous asphalt network,308.1454,1.561234,0.09124418,0.05457136
Continuous asphalt network,307.3968,1.931671,0.1825456,0.08313698
Continuous asphalt network,309.3964,0.3732656,1.460234,0.01752512
Continuous asphalt network,306.161,2.570297,0.3650104,0.06110509
Continuous asphalt network,306.5428,2.110428,0.3650338,0.0843536
Continuous asphalt network,305.6888,2.2892,0.7301063,0.07462854
Continuous asphalt network,306.784,1.395045,1.460166,0.06661216
Continuous asphalt network,313.0135,-2.283661,2.920472,0.0146841
Continuous asphalt network,309.0447,-0.2655436,0.7301252,0.01739653
Continuous asphalt network,307.0955,0.8074036,0.7301284,0.0549542
Continuous asphalt network,310.16,-0.5464885,1.460239,0.01626185
Continuous asphalt network,300.4138,4.818212,1.460126,0.04484791
Continuous asphalt network,302.2224,3.489766,1.460131,0.112821
Continuous asphalt network,297.3493,6.172099,0.7301136,0.04558982
Continuous asphalt network,295.3649,7.181117,0.1825381,0.056533
Continuous asphalt network,294.3902,7.717585,0.1825232,0.06447513
Continuous asphalt network,295.9225,7.040659,0.3650776,0.04371282
Continuous asphalt network,298.4645,5.891159,1.460129,0.04559029
Continuous asphalt network,303.408,3.336563,1.460163,0.03609055
Continuous asphalt network,302.0515,4.332901,0.7300874,0.04042969
Continuous asphalt network,300.6247,5.201467,0.3650377,0.01630903
Continuous asphalt network,301.6696,4.792765,0.3650286,0.03204319
Continuous asphalt network,304.5935,3.18337,2.920393,0.07419351
Continuous asphalt network,313.4355,-1.517115,5.840616,0.01585166
Continuous asphalt network,309.6777,0.8842977,1.460092,0.01752714
Continuous asphalt network,307.869,2.212753,1.460124,0.02687586
Continuous asphalt network,310.8633,0.7310893,2.920335,0.01746588
Continuous asphalt network,315.8067,-1.823512,11.68137,0.01396782
Continuous asphalt network,337.6703,-12.85923,46.72554,0.00251953
Continuous asphalt network,328.0647,-7.239024,11.68149,0.005789868
Continuous asphalt network,322.3576,-3.764704,5.840822,0.01425498
Continuous asphalt network,326.5374,-5.399526,5.840937,0.01035937
Continuous asphalt network,334.6157,-9.180252,23.36288,0.005560041
Continuous asphalt network,261.9656,-56.78326,1.161677,0.07741507
Continuous asphalt network,262.1682,-57.72304,1.161688,0.03282017
Continuous asphalt network,260.7199,-57.37594,0.5808854,0.07741113
Continuous asphalt network,260.0464,-57.43734,0.1451838,0.1145063
Continuous asphalt network,259.7567,-57.36793,0.1452221,0.1897279
Continuous asphalt network,260.3795,-57.07158,0.2903953,0.07742033
Continuous asphalt network,261.3863,-56.64443,1.161694,0.07741316
Continuous asphalt network,263.7763,-54.98915,2.323369,0.07741664
Continuous asphalt network,263.1242,-57.06092,1.161685,0.03282012
Continuous asphalt network,262.9216,-56.12115,1.161674,0.07741489
Continuous asphalt network,261.5162,-59.79482,2.323414,0.02098807
Continuous asphalt network,260.7628,-61.39671,2.323401,0.03839272
Continuous asphalt network,260.3504,-58.84703,0.1452143,0.07741429
Continuous asphalt network,259.9412,-58.86035,0.07261192,0.1787807
Continuous asphalt network,260.1802,-58.69482,0.07260364,0.07740027
Continuous asphalt network,260.6836,-58.48127,0.2904344,0.07740901
Continuous asphalt network,260.1185,-59.68268,0.2904353,0.07040134
Continuous asphalt network,259.8724,-59.17807,0.1452172,0.1415516
Continuous asphalt network,260.162,-59.24749,0.1452258,0.1289447
Continuous asphalt network,259.7892,-58.15553,0.07261407,0.2051068
Continuous asphalt network,260.0282,-57.98999,0.07259794,0.06869768
Continuous asphalt network,259.7204,-58.47324,0.1452149,0.2051292
Continuous asphalt network,259.5684,-57.7684,0.145217,0.205087
Continuous asphalt network,259.9776,-57.75505,0.072587,0.06869723
Continuous asphalt network,259.7386,-57.92058,0.07260314,0.2051004
Continuous asphalt network,260.5822,-58.01136,0.2904529,0.07740991
Continuous asphalt network,260.1296,-58.45989,0.07259271,0.04928423
Continuous asphalt network,259.8906,-58.62541,0.07260098,0.1801127
Continuous asphalt network,260.1984,-58.14218,0.1452121,0.0737558
Continuous asphalt network,261.3135,-58.85504,2.323362,0.04242894
Continuous asphalt network,260.0866,-54.43912,0.07259933,0.02484099
Continuous asphalt network,259.8477,-54.60464,0.07260049,0.2050456
Continuous asphalt network,260.1555,-54.12141,0.1452086,0.07776619
Continuous asphalt network,260.3075,-54.82623,0.1451982,0.07741594
Continuous asphalt network,259.8983,-54.83958,0.07260702,0.1976405
Continuous asphalt network,260.1373,-54.67406,0.07260586,0.07097862
Continuous asphalt network,259.5326,-54.41776,0.5808645,0.1883673
Continuous asphalt network,260.7783,-53.82505,1.16169,0.077414
Continuous asphalt network,259.5976,-55.99295,0.2903971,0.2050829
Continuous asphalt network,260.0756,-55.66189,0.2904041,0.06358872
Continuous asphalt network,259.4599,-56.62836,0.5808442,0.205108
Continuous asphalt network,259.156,-55.2187,0.580861,0.2051228
Continuous asphalt network,259.8295,-55.15731,0.1452238,0.165953
Continuous asphalt network,260.1191,-55.22672,0.1452147,0.1430684
Continuous asphalt network,259.4963,-55.52308,0.2904299,0.2050623
Continuous asphalt network,259.0403,-53.40854,1.161761,0.1748633
Continuous asphalt network,258.8377,-52.46875,1.16168,0.2193792
Continuous asphalt network,260.5757,-52.88527,1.161696,0.05918688
Continuous asphalt network,259.6197,-53.54738,1.161699,0.1713137
Continuous asphalt network,262.9943,-53.91052,4.646834,0.0774122
Continuous asphalt network,261.1836,-55.70463,1.161731,0.07741217
Continuous asphalt network,260.2783,-56.60168,0.2904453,0.05588193
Continuous asphalt network,259.8003,-56.93273,0.2904442,0.174147
Continuous asphalt network,260.416,-55.96625,0.580874,0.07396903
Continuous asphalt network,261.459,-54.43379,2.323422,0.0774125
Continuous asphalt network,258.8794,-65.40145,4.64676,0.07728003
Continuous asphalt network,257.9961,-63.85294,1.161709,0.08673122
Continuous asphalt network,257.5544,-63.07868,0.2904428,0.08672079
Continuous asphalt network,257.3083,-62.57408,0.1452321,0.2297542
Continuous asphalt network,257.598,-62.64351,0.1452094,0.1000661
Continuous asphalt network,258.0831,-62.98258,0.5808361,0.08673471
Continuous asphalt network,259.0534,-63.66072,2.323392,0.06426859
Continuous asphalt network,256.996,-69.40621,4.646676,0.09150639
Continuous asphalt network,257.0544,-65.85532,1.161718,0.08672067
Continuous asphalt network,257.0836,-64.07987,0.2904448,0.08671433
Continuous asphalt network,257.0982,-63.19214,0.0725916,0.08671656
Continuous asphalt network,257.1417,-62.75696,0.07259916,0.146667
Continuous asphalt network,257.2213,-63.44443,0.1452166,0.08671423
Continuous asphalt network,257.3298,-64.58448,0.5808723,0.0867212
Continuous asphalt network,257.5467,-66.86452,2.323361,0.08672899
Continuous asphalt network,258.4169,-58.16086,2.323484,0.2050948
Continuous asphalt network,257.8155,-60.46759,0.2904298,0.2633642
Continuous asphalt network,257.5947,-60.08046,0.07260529,0.3268299
Continuous asphalt network,257.544,-59.84552,0.07261076,0.1903552
Continuous asphalt network,257.859,-60.03241,0.1452149,0.174362
Continuous asphalt network,257.3446,-61.46877,0.2904094,0.2455326
Continuous asphalt network,257.3592,-60.58105,0.07259756,0.2455342
Continuous asphalt network,257.3665,-60.13719,0.01815147,0.2455631
Continuous asphalt network,257.3883,-59.9196,0.01814899,0.2467775
Continuous asphalt network,257.4281,-60.26335,0.03629756,0.2455464
Continuous asphalt network,257.4823,-60.83335,0.1452065,0.2455201
Continuous asphalt network,257.7505,-58.89239,1.161733,0.205129
Continuous asphalt network,258.0986,-55.41092,1.161731,0.2050783
Continuous asphalt network,258.1713,-53.20028,0.580841,0.1936253
Continuous asphalt network,258.374,-54.14006,0.5808852,0.2234913
Continuous asphalt network,258.5909,-56.42012,2.323444,0.2050954
Continuous asphalt network,258.4455,-60.84137,2.323348,0.2109958
Continuous asphalt network,259.1989,-59.23948,2.323402,0.2198371
Continuous asphalt network,259.8068,-62.05883,2.323406,0.06426938
Continuous asphalt network,258.4598,-62.18162,0.5808628,0.0899564
Continuous asphalt network,257.7863,-62.24304,0.1452113,0.1222088
Continuous asphalt network,257.4966,-62.17361,0.1452339,0.2454724
Continuous asphalt network,258.1194,-61.87726,0.2904595,0.1660976
Continuous asphalt network,259.1261,-61.45009,1.161774,0.1053343
Continuous asphalt network,254.7359,-74.21188,2.323396,0.0838447
Continuous asphalt network,254.2722,-75.8832,0.580839,0.09251928
Continuous asphalt network,253.8955,-76.68415,0.5808327,0.09559487
Continuous asphalt network,253.8812,-75.34388,1.161741,0.08115584
Continuous asphalt network,253.9539,-73.13326,4.64674,0.08220071
Continuous asphalt network,252.4758,-79.01757,4.646692,0.09528504
Continuous asphalt network,252.7226,-75.06621,0.5808375,0.08065079
Continuous asphalt network,252.3024,-76.30235,0.2904236,0.07940266
Continuous asphalt network,252.3894,-75.43198,0.2904318,0.0852281
Continuous asphalt network,252.7083,-73.72596,1.161685,0.08133263
Continuous asphalt network,252.7369,-76.40647,0.5808456,0.09005914
Continuous asphalt network,253.1135,-75.60552,0.5808456,0.09283759
Continuous asphalt network,253.1279,-76.94579,1.161658,0.09558949
Continuous asphalt network,250.2157,-83.82327,4.646835,0.1046587
Continuous asphalt network,248.2453,-88.69837,2.323535,0.08710761
Continuous asphalt network,249.1727,-85.35575,2.323541,0.08916849
Continuous asphalt network,251.0275,-78.67048,2.323551,0.1053452
Continuous asphalt network,251.9984,-74.89268,0.2904257,0.09517734
Continuous asphalt network,251.5058,-76.11144,0.1452087,0.1249814
Continuous asphalt network,251.7376,-75.27579,0.1452083,0.132694
